stage,checkpoint_episode,rollout_id,step,row,col,action,reward,cumulative_reward,has_shield,event
early,50,2,33,1,1,DOWN,-1.5,-41.5,True,
early,50,2,34,2,1,UP,-1.5,-43.0,True,
early,50,2,35,1,1,DOWN,-1.5,-44.5,True,
early,50,2,36,2,1,UP,-1.5,-46.0,True,
early,50,2,37,1,1,DOWN,-1.5,-47.5,True,
early,50,2,38,2,1,UP,-1.5,-49.0,True,
early,50,2,39,1,1,DOWN,-1.5,-50.5,True,
early,50,2,40,2,1,UP,-51.5,-102.0,True,timeout
early,50,3,1,1,1,DOWN,4.5,4.5,False,shield_pickup
early,50,3,2,2,1,UP,-0.5,4.0,True,
early,50,3,3,1,1,DOWN,-0.5,3.5,True,
early,50,3,4,2,1,UP,-1.5,2.0,True,
early,50,3,5,1,1,DOWN,-1.5,0.5,True,
early,50,3,6,2,1,UP,-1.5,-1.0,True,
early,50,3,7,1,1,DOWN,-1.5,-2.5,True,
early,50,3,8,2,1,UP,-1.5,-4.0,True,
early,50,3,9,1,1,DOWN,-1.5,-5.5,True,
early,50,3,10,2,1,UP,-1.5,-7.0,True,
early,50,3,11,1,1,DOWN,-1.5,-8.5,True,
early,50,3,12,2,1,UP,-1.5,-10.0,True,
early,50,3,13,1,1,DOWN,-1.5,-11.5,True,
early,50,3,14,2,1,UP,-1.5,-13.0,True,
early,50,3,15,1,1,DOWN,-1.5,-14.5,True,
early,50,3,16,2,1,UP,-1.5,-16.0,True,
early,50,3,17,1,1,DOWN,-1.5,-17.5,True,
early,50,3,18,2,1,UP,-1.5,-19.0,True,
early,50,3,19,1,1,DOWN,-1.5,-20.5,True,
early,50,3,20,2,1,UP,-1.5,-22.0,True,
early,50,3,21,1,1,DOWN,-1.5,-23.5,True,
early,50,3,22,2,1,UP,-1.5,-25.0,True,
early,50,3,23,1,1,DOWN,-1.5,-26.5,True,
early,50,3,24,2,1,UP,-1.5,-28.0,True,
early,50,3,25,1,1,DOWN,-1.5,-29.5,True,
early,50,3,26,2,1,UP,-1.5,-31.0,True,
early,50,3,27,1,1,DOWN,-1.5,-32.5,True,
early,50,3,28,2,1,UP,-1.5,-34.0,True,
early,50,3,29,1,1,DOWN,-1.5,-35.5,True,
early,50,3,30,2,1,UP,-1.5,-37.0,True,
early,50,3,31,1,1,DOWN,-1.5,-38.5,True,
early,50,3,32,2,1,UP,-1.5,-40.0,True,
early,50,3,33,1,1,DOWN,-1.5,-41.5,True,
early,50,3,34,2,1,UP,-1.5,-43.0,True,
early,50,3,35,1,1,DOWN,-1.5,-44.5,True,
early,50,3,36,2,1,UP,-1.5,-46.0,True,
early,50,3,37,1,1,DOWN,-1.5,-47.5,True,
early,50,3,38,2,1,UP,-1.5,-49.0,True,
early,50,3,39,1,1,DOWN,-1.5,-50.5,True,
early,50,3,40,2,1,UP,-51.5,-102.0,True,timeout
early,50,4,1,1,1,DOWN,4.5,4.5,False,shield_pickup
early,50,4,2,2,1,UP,-0.5,4.0,True,
early,50,4,3,1,1,DOWN,-0.5,3.5,True,
early,50,4,4,2,1,UP,-1.5,2.0,True,
early,50,4,5,1,1,DOWN,-1.5,0.5,True,
early,50,4,6,2,1,UP,-1.5,-1.0,True,
early,50,4,7,1,1,DOWN,-1.5,-2.5,True,
early,50,4,8,2,1,UP,-1.5,-4.0,True,
early,50,4,9,1,1,DOWN,-1.5,-5.5,True,
early,50,4,10,2,1,UP,-1.5,-7.0,True,
early,50,4,11,1,1,DOWN,-1.5,-8.5,True,
early,50,4,12,2,1,UP,-1.5,-10.0,True,
early,50,4,13,1,1,DOWN,-1.5,-11.5,True,
early,50,4,14,2,1,UP,-1.5,-13.0,True,
early,50,4,15,1,1,DOWN,-1.5,-14.5,True,
early,50,4,16,2,1,UP,-1.5,-16.0,True,
early,50,4,17,1,1,DOWN,-1.5,-17.5,True,
early,50,4,18,2,1,UP,-1.5,-19.0,True,
early,50,4,19,1,1,DOWN,-1.5,-20.5,True,
early,50,4,20,2,1,UP,-1.5,-22.0,True,
early,50,4,21,1,1,DOWN,-1.5,-23.5,True,
early,50,4,22,2,1,UP,-1.5,-25.0,True,
early,50,4,23,1,1,DOWN,-1.5,-26.5,True,
early,50,4,24,2,1,UP,-1.5,-28.0,True,
early,50,4,25,1,1,DOWN,-1.5,-29.5,True,
early,50,4,26,2,1,UP,-1.5,-31.0,True,
early,50,4,27,1,1,DOWN,-1.5,-32.5,True,
early,50,4,28,2,1,UP,-1.5,-34.0,True,
early,50,4,29,1,1,DOWN,-1.5,-35.5,True,
early,50,4,30,2,1,UP,-1.5,-37.0,True,
early,50,4,31,1,1,DOWN,-1.5,-38.5,True,
early,50,4,32,2,1,UP,-1.5,-40.0,True,
early,50,4,33,1,1,DOWN,-1.5,-41.5,True,
early,50,4,34,2,1,UP,-1.5,-43.0,True,
early,50,4,35,1,1,DOWN,-1.5,-44.5,True,
early,50,4,36,2,1,UP,-1.5,-46.0,True,
early,50,4,37,1,1,DOWN,-1.5,-47.5,True,
early,50,4,38,2,1,UP,-1.5,-49.0,True,
early,50,4,39,1,1,DOWN,-1.5,-50.5,True,
early,50,4,40,2,1,UP,-51.5,-102.0,True,timeout
early,50,5,1,1,1,DOWN,4.5,4.5,False,shield_pickup
early,50,5,2,2,1,UP,-0.5,4.0,True,
early,50,5,3,1,1,DOWN,-0.5,3.5,True,
early,50,5,4,2,1,UP,-1.5,2.0,True,
early,50,5,5,1,1,DOWN,-1.5,0.5,True,
early,50,5,6,2,1,UP,-1.5,-1.0,True,
early,50,5,7,1,1,DOWN,-1.5,-2.5,True,
early,50,5,8,2,1,UP,-1.5,-4.0,True,
early,50,5,9,1,1,DOWN,-1.5,-5.5,True,
early,50,5,10,2,1,UP,-1.5,-7.0,True,
early,50,5,11,1,1,DOWN,-1.5,-8.5,True,
early,50,5,12,2,1,UP,-1.5,-10.0,True,
early,50,5,13,1,1,DOWN,-1.5,-11.5,True,
early,50,5,14,2,1,UP,-1.5,-13.0,True,
early,50,5,15,1,1,DOWN,-1.5,-14.5,True,
early,50,5,16,2,1,UP,-1.5,-16.0,True,
early,50,5,17,1,1,DOWN,-1.5,-17.5,True,
early,50,5,18,2,1,UP,-1.5,-19.0,True,
early,50,5,19,1,1,DOWN,-1.5,-20.5,True,
early,50,5,20,2,1,UP,-1.5,-22.0,True,
early,50,5,21,1,1,DOWN,-1.5,-23.5,True,
early,50,5,22,2,1,UP,-1.5,-25.0,True,
early,50,5,23,1,1,DOWN,-1.5,-26.5,True,
early,50,5,24,2,1,UP,-1.5,-28.0,True,
early,50,5,25,1,1,DOWN,-1.5,-29.5,True,
early,50,5,26,2,1,UP,-1.5,-31.0,True,
early,50,5,27,1,1,DOWN,-1.5,-32.5,True,
early,50,5,28,2,1,UP,-1.5,-34.0,True,
early,50,5,29,1,1,DOWN,-1.5,-35.5,True,
early,50,5,30,2,1,UP,-1.5,-37.0,True,
early,50,5,31,1,1,DOWN,-1.5,-38.5,True,
early,50,5,32,2,1,UP,-1.5,-40.0,True,
early,50,5,33,1,1,DOWN,-1.5,-41.5,True,
early,50,5,34,2,1,UP,-1.5,-43.0,True,
early,50,5,35,1,1,DOWN,-1.5,-44.5,True,
early,50,5,36,2,1,UP,-1.5,-46.0,True,
early,50,5,37,1,1,DOWN,-1.5,-47.5,True,
early,50,5,38,2,1,UP,-1.5,-49.0,True,
early,50,5,39,1,1,DOWN,-1.5,-50.5,True,
early,50,5,40,2,1,UP,-51.5,-102.0,True,timeout
early,50,6,1,1,1,DOWN,4.5,4.5,False,shield_pickup
early,50,6,2,2,1,UP,-0.5,4.0,True,
early,50,6,3,1,1,DOWN,-0.5,3.5,True,
early,50,6,4,2,1,UP,-1.5,2.0,True,
early,50,6,5,1,1,DOWN,-1.5,0.5,True,
early,50,6,6,2,1,UP,-1.5,-1.0,True,
early,50,6,7,1,1,DOWN,-1.5,-2.5,True,
early,50,6,8,2,1,UP,-1.5,-4.0,True,
early,50,6,9,1,1,DOWN,-1.5,-5.5,True,
early,50,6,10,2,1,UP,-1.5,-7.0,True,
early,50,6,11,1,1,DOWN,-1.5,-8.5,True,
early,50,6,12,2,1,UP,-1.5,-10.0,True,
early,50,6,13,1,1,DOWN,-1.5,-11.5,True,
early,50,6,14,2,1,UP,-1.5,-13.0,True,
early,50,6,15,1,1,DOWN,-1.5,-14.5,True,
early,50,6,16,2,1,UP,-1.5,-16.0,True,
early,50,6,17,1,1,DOWN,-1.5,-17.5,True,
early,50,6,18,2,1,UP,-1.5,-19.0,True,
early,50,6,19,1,1,DOWN,-1.5,-20.5,True,
early,50,6,20,2,1,UP,-1.5,-22.0,True,
early,50,6,21,1,1,DOWN,-1.5,-23.5,True,
early,50,6,22,2,1,UP,-1.5,-25.0,True,
early,50,6,23,1,1,DOWN,-1.5,-26.5,True,
early,50,6,24,2,1,UP,-1.5,-28.0,True,
early,50,6,25,1,1,DOWN,-1.5,-29.5,True,
early,50,6,26,2,1,UP,-1.5,-31.0,True,
early,50,6,27,1,1,DOWN,-1.5,-32.5,True,
early,50,6,28,2,1,UP,-1.5,-34.0,True,
early,50,6,29,1,1,DOWN,-1.5,-35.5,True,
early,50,6,30,2,1,UP,-1.5,-37.0,True,
early,50,6,31,1,1,DOWN,-1.5,-38.5,True,
early,50,6,32,2,1,UP,-1.5,-40.0,True,
early,50,6,33,1,1,DOWN,-1.5,-41.5,True,
early,50,6,34,2,1,UP,-1.5,-43.0,True,
early,50,6,35,1,1,DOWN,-1.5,-44.5,True,
early,50,6,36,2,1,UP,-1.5,-46.0,True,
early,50,6,37,1,1,DOWN,-1.5,-47.5,True,
early,50,6,38,2,1,UP,-1.5,-49.0,True,
early,50,6,39,1,1,DOWN,-1.5,-50.5,True,
early,50,6,40,2,1,UP,-51.5,-102.0,True,timeout
early,50,7,1,1,1,DOWN,4.5,4.5,False,shield_pickup
early,50,7,2,2,1,UP,-0.5,4.0,True,
early,50,7,3,1,1,DOWN,-0.5,3.5,True,
early,50,7,4,2,1,UP,-1.5,2.0,True,
early,50,7,5,1,1,DOWN,-1.5,0.5,True,
early,50,7,6,2,1,UP,-1.5,-1.0,True,
early,50,7,7,1,1,DOWN,-1.5,-2.5,True,
early,50,7,8,2,1,UP,-1.5,-4.0,True,
early,50,7,9,1,1,DOWN,-1.5,-5.5,True,
early,50,7,10,2,1,UP,-1.5,-7.0,True,
early,50,7,11,1,1,DOWN,-1.5,-8.5,True,
early,50,7,12,2,1,UP,-1.5,-10.0,True,
early,50,7,13,1,1,DOWN,-1.5,-11.5,True,
early,50,7,14,2,1,UP,-1.5,-13.0,True,
early,50,7,15,1,1,DOWN,-1.5,-14.5,True,
early,50,7,16,2,1,UP,-1.5,-16.0,True,
early,50,7,17,1,1,DOWN,-1.5,-17.5,True,
early,50,7,18,2,1,UP,-1.5,-19.0,True,
early,50,7,19,1,1,DOWN,-1.5,-20.5,True,
early,50,7,20,2,1,UP,-1.5,-22.0,True,
early,50,7,21,1,1,DOWN,-1.5,-23.5,True,
early,50,7,22,2,1,UP,-1.5,-25.0,True,
early,50,7,23,1,1,DOWN,-1.5,-26.5,True,
early,50,7,24,2,1,UP,-1.5,-28.0,True,
early,50,7,25,1,1,DOWN,-1.5,-29.5,True,
early,50,7,26,2,1,UP,-1.5,-31.0,True,
early,50,7,27,1,1,DOWN,-1.5,-32.5,True,
early,50,7,28,2,1,UP,-1.5,-34.0,True,
early,50,7,29,1,1,DOWN,-1.5,-35.5,True,
early,50,7,30,2,1,UP,-1.5,-37.0,True,
early,50,7,31,1,1,DOWN,-1.5,-38.5,True,
early,50,7,32,2,1,UP,-1.5,-40.0,True,
early,50,7,33,1,1,DOWN,-1.5,-41.5,True,
early,50,7,34,2,1,UP,-1.5,-43.0,True,
early,50,7,35,1,1,DOWN,-1.5,-44.5,True,
early,50,7,36,2,1,UP,-1.5,-46.0,True,
early,50,7,37,1,1,DOWN,-1.5,-47.5,True,
early,50,7,38,2,1,UP,-1.5,-49.0,True,
early,50,7,39,1,1,DOWN,-1.5,-50.5,True,
early,50,7,40,2,1,UP,-51.5,-102.0,True,timeout
early,50,8,1,1,1,DOWN,4.5,4.5,False,shield_pickup
early,50,8,2,2,1,UP,-0.5,4.0,True,
early,50,8,3,1,1,DOWN,-0.5,3.5,True,
early,50,8,4,2,1,UP,-1.5,2.0,True,
early,50,8,5,1,1,DOWN,-1.5,0.5,True,
early,50,8,6,2,1,UP,-1.5,-1.0,True,
early,50,8,7,1,1,DOWN,-1.5,-2.5,True,
early,50,8,8,2,1,UP,-1.5,-4.0,True,
early,50,8,9,1,1,DOWN,-1.5,-5.5,True,
early,50,8,10,2,1,UP,-1.5,-7.0,True,
early,50,8,11,1,1,DOWN,-1.5,-8.5,True,
early,50,8,12,2,1,UP,-1.5,-10.0,True,
early,50,8,13,1,1,DOWN,-1.5,-11.5,True,
early,50,8,14,2,1,UP,-1.5,-13.0,True,
early,50,8,15,1,1,DOWN,-1.5,-14.5,True,
early,50,8,16,2,1,UP,-1.5,-16.0,True,
early,50,8,17,1,1,DOWN,-1.5,-17.5,True,
early,50,8,18,2,1,UP,-1.5,-19.0,True,
early,50,8,19,1,1,DOWN,-1.5,-20.5,True,
early,50,8,20,2,1,UP,-1.5,-22.0,True,
early,50,8,21,1,1,DOWN,-1.5,-23.5,True,
early,50,8,22,2,1,UP,-1.5,-25.0,True,
early,50,8,23,1,1,DOWN,-1.5,-26.5,True,
early,50,8,24,2,1,UP,-1.5,-28.0,True,
early,50,8,25,1,1,DOWN,-1.5,-29.5,True,
early,50,8,26,2,1,UP,-1.5,-31.0,True,
early,50,8,27,1,1,DOWN,-1.5,-32.5,True,
early,50,8,28,2,1,UP,-1.5,-34.0,True,
early,50,8,29,1,1,DOWN,-1.5,-35.5,True,
early,50,8,30,2,1,UP,-1.5,-37.0,True,
early,50,8,31,1,1,DOWN,-1.5,-38.5,True,
early,50,8,32,2,1,UP,-1.5,-40.0,True,
early,50,8,33,1,1,DOWN,-1.5,-41.5,True,
early,50,8,34,2,1,UP,-1.5,-43.0,True,
early,50,8,35,1,1,DOWN,-1.5,-44.5,True,
early,50,8,36,2,1,UP,-1.5,-46.0,True,
early,50,8,37,1,1,DOWN,-1.5,-47.5,True,
early,50,8,38,2,1,UP,-1.5,-49.0,True,
early,50,8,39,1,1,DOWN,-1.5,-50.5,True,
early,50,8,40,2,1,UP,-51.5,-102.0,True,timeout
early,50,9,1,1,1,DOWN,4.5,4.5,False,shield_pickup
early,50,9,2,2,1,UP,-0.5,4.0,True,
early,50,9,3,1,1,DOWN,-0.5,3.5,True,
early,50,9,4,2,1,UP,-1.5,2.0,True,
early,50,9,5,1,1,DOWN,-1.5,0.5,True,
early,50,9,6,2,1,UP,-1.5,-1.0,True,
early,50,9,7,1,1,DOWN,-1.5,-2.5,True,
early,50,9,8,2,1,UP,-1.5,-4.0,True,
early,50,9,9,1,1,DOWN,-1.5,-5.5,True,
early,50,9,10,2,1,UP,-1.5,-7.0,True,
early,50,9,11,1,1,DOWN,-1.5,-8.5,True,
early,50,9,12,2,1,UP,-1.5,-10.0,True,
early,50,9,13,1,1,DOWN,-1.5,-11.5,True,
early,50,9,14,2,1,UP,-1.5,-13.0,True,
early,50,9,15,1,1,DOWN,-1.5,-14.5,True,
early,50,9,16,2,1,UP,-1.5,-16.0,True,
early,50,9,17,1,1,DOWN,-1.5,-17.5,True,
early,50,9,18,2,1,UP,-1.5,-19.0,True,
early,50,9,19,1,1,DOWN,-1.5,-20.5,True,
early,50,9,20,2,1,UP,-1.5,-22.0,True,
early,50,9,21,1,1,DOWN,-1.5,-23.5,True,
early,50,9,22,2,1,UP,-1.5,-25.0,True,
early,50,9,23,1,1,DOWN,-1.5,-26.5,True,
early,50,9,24,2,1,UP,-1.5,-28.0,True,
early,50,9,25,1,1,DOWN,-1.5,-29.5,True,
early,50,9,26,2,1,UP,-1.5,-31.0,True,
early,50,9,27,1,1,DOWN,-1.5,-32.5,True,
early,50,9,28,2,1,UP,-1.5,-34.0,True,
early,50,9,29,1,1,DOWN,-1.5,-35.5,True,
early,50,9,30,2,1,UP,-1.5,-37.0,True,
early,50,9,31,1,1,DOWN,-1.5,-38.5,True,
early,50,9,32,2,1,UP,-1.5,-40.0,True,
early,50,9,33,1,1,DOWN,-1.5,-41.5,True,
early,50,9,34,2,1,UP,-1.5,-43.0,True,
early,50,9,35,1,1,DOWN,-1.5,-44.5,True,
early,50,9,36,2,1,UP,-1.5,-46.0,True,
early,50,9,37,1,1,DOWN,-1.5,-47.5,True,
early,50,9,38,2,1,UP,-1.5,-49.0,True,
early,50,9,39,1,1,DOWN,-1.5,-50.5,True,
early,50,9,40,2,1,UP,-51.5,-102.0,True,timeout
mid,80,0,1,1,1,DOWN,4.5,4.5,False,shield_pickup
mid,80,0,2,2,1,UP,-0.5,4.0,True,
mid,80,0,3,1,1,DOWN,-0.5,3.5,True,
mid,80,0,4,2,1,UP,-1.5,2.0,True,
mid,80,0,5,1,1,DOWN,-1.5,0.5,True,
mid,80,0,6,2,1,UP,-1.5,-1.0,True,
mid,80,0,7,1,1,DOWN,-1.5,-2.5,True,
mid,80,0,8,2,1,UP,-1.5,-4.0,True,
mid,80,0,9,1,1,DOWN,-1.5,-5.5,True,
mid,80,0,10,2,1,UP,-1.5,-7.0,True,
mid,80,0,11,1,1,DOWN,-1.5,-8.5,True,
mid,80,0,12,2,1,UP,-1.5,-10.0,True,
mid,80,0,13,1,1,DOWN,-1.5,-11.5,True,
mid,80,0,14,2,1,UP,-1.5,-13.0,True,
mid,80,0,15,1,1,DOWN,-1.5,-14.5,True,
mid,80,0,16,2,1,UP,-1.5,-16.0,True,
mid,80,0,17,1,1,DOWN,-1.5,-17.5,True,
mid,80,0,18,2,1,UP,-1.5,-19.0,True,
mid,80,0,19,1,1,DOWN,-1.5,-20.5,True,
mid,80,0,20,2,1,UP,-1.5,-22.0,True,
mid,80,0,21,1,1,DOWN,-1.5,-23.5,True,
mid,80,0,22,2,1,UP,-1.5,-25.0,True,
mid,80,0,23,1,1,DOWN,-1.5,-26.5,True,
mid,80,0,24,2,1,UP,-1.5,-28.0,True,
mid,80,0,25,1,1,DOWN,-1.5,-29.5,True,
mid,80,0,26,2,1,UP,-1.5,-31.0,True,
mid,80,0,27,1,1,DOWN,-1.5,-32.5,True,
mid,80,0,28,2,1,UP,-1.5,-34.0,True,
mid,80,0,29,1,1,DOWN,-1.5,-35.5,True,
mid,80,0,30,2,1,UP,-1.5,-37.0,True,
mid,80,0,31,1,1,DOWN,-1.5,-38.5,True,
mid,80,0,32,2,1,UP,-1.5,-40.0,True,
mid,80,0,33,1,1,DOWN,-1.5,-41.5,True,
mid,80,0,34,2,1,UP,-1.5,-43.0,True,
mid,80,0,35,1,1,DOWN,-1.5,-44.5,True,
mid,80,0,36,2,1,UP,-1.5,-46.0,True,
mid,80,0,37,1,1,DOWN,-1.5,-47.5,True,
mid,80,0,38,2,1,UP,-1.5,-49.0,True,
mid,80,0,39,1,1,DOWN,-1.5,-50.5,True,
mid,80,0,40,2,1,UP,-51.5,-102.0,True,timeout
mid,80,1,1,1,1,DOWN,4.5,4.5,False,shield_pickup
mid,80,1,2,2,1,UP,-0.5,4.0,True,
mid,80,1,3,1,1,DOWN,-0.5,3.5,True,
mid,80,1,4,2,1,UP,-1.5,2.0,True,
mid,80,1,5,1,1,DOWN,-1.5,0.5,True,
mid,80,1,6,2,1,UP,-1.5,-1.0,True,
mid,80,1,7,1,1,DOWN,-1.5,-2.5,True,
mid,80,1,8,2,1,UP,-1.5,-4.0,True,
mid,80,1,9,1,1,DOWN,-1.5,-5.5,True,
mid,80,1,10,2,1,UP,-1.5,-7.0,True,
mid,80,1,11,1,1,DOWN,-1.5,-8.5,True,
mid,80,1,12,2,1,UP,-1.5,-10.0,True,
mid,80,1,13,1,1,DOWN,-1.5,-11.5,True,
mid,80,1,14,2,1,UP,-1.5,-13.0,True,
mid,80,1,15,1,1,DOWN,-1.5,-14.5,True,
mid,80,1,16,2,1,UP,-1.5,-16.0,True,
mid,80,1,17,1,1,DOWN,-1.5,-17.5,True,
mid,80,1,18,2,1,UP,-1.5,-19.0,True,
mid,80,1,19,1,1,DOWN,-1.5,-20.5,True,
mid,80,1,20,2,1,UP,-1.5,-22.0,True,
mid,80,1,21,1,1,DOWN,-1.5,-23.5,True,
mid,80,1,22,2,1,UP,-1.5,-25.0,True,
mid,80,1,23,1,1,DOWN,-1.5,-26.5,True,
mid,80,1,24,2,1,UP,-1.5,-28.0,True,
mid,80,1,25,1,1,DOWN,-1.5,-29.5,True,
mid,80,1,26,2,1,UP,-1.5,-31.0,True,
mid,80,1,27,1,1,DOWN,-1.5,-32.5,True,
mid,80,1,28,2,1,UP,-1.5,-34.0,True,
mid,80,1,29,1,1,DOWN,-1.5,-35.5,True,
mid,80,1,30,2,1,UP,-1.5,-37.0,True,
mid,80,1,31,1,1,DOWN,-1.5,-38.5,True,
mid,80,1,32,2,1,UP,-1.5,-40.0,True,
mid,80,1,33,1,1,DOWN,-1.5,-41.5,True,
mid,80,1,34,2,1,UP,-1.5,-43.0,True,
mid,80,1,35,1,1,DOWN,-1.5,-44.5,True,
